nom_equipement,port,interface_netwk,isis_level,isis_metric
PTN00274,1/1/3,TO_PTN00134_LAG_20,1,10
PTN01138,1/1/7,TO_PTN00142_5/1/10,NA,NA
PTN00057,8/1/3,TO_PTN01236_LAG26,1,50
PTN00197,9/1/2,TO_PTN00622_LAG25,1,10
PTN01459,2/1/3,TO_PTN00259_LAG_21,1,10
PTN00486,4/2/1,TO_PTN01103_1/1/7,1,100
PTN00855,3/2/2,TO_PTN00854_3/2/5,1,100
PTN02394,3/2/4,TO_PTN02424_1/1/7,non trouve,non trouve
PTN01458,2/2/3,TO_PTN01086_LAG20,1,40
PTN01460,1/2/7,TO_PTN00892_LAG22,1,100
PTN00041,10/2/2,TO_PTN00141_LAG_23,1,10
PTN00258,6/1/8,TO_PTN00259_LAG20,1,11
PTN00503,1/1/1,TO_PTN00342_LAG_20,1,10
PTN00447,2/2/6,TO_PTN00103_3/2/3,1,100
PTN00108,2/1/3,TO_PTN00892_LAG23,1,10
PTN00606,1/1/4,TO_PTN01081_LAG_21,1,10
PTN02295,1/1/2,TO_PTN00123_LAG-22,1,10
PTN00057,9/1/6,TO_PTN00686_LAG27,1,20
PTN00247,2/1/2,TO_PTN00246_LAG_20,1,10
PTN00190,1/5/8,TO_PTN00189_3/2/1,1,100
PTN00021,5/2/3,TO_PTN00022_LAG20,2,10
PTN00041,5/2/4,TO_PTN00042_LAG20,1,10
PTN01454,1/2/2,TO_PTN00773_9/1/9:92,1,10
PTN00703,1/4/5,TO_PTN00250_4/2/11,non trouve,non trouve
PTN00799,1/3/4,TO_PTN00120_5/1/14,1,100
PTN00935,1/1/1,TO_PTN00934_2/1/1,1,10
PTN00508,1/1/2,TO_PTN00509_LAG_20,1,100
PTN00037,4/1/19,TO_PTN00498_1/1/7,NA,NA
PTN00007,1/1/1,TO_PTN00006_1/1/1,1,non trouve
PTN00007,10/1/10,TO_PTN00006_1/1/1,1,non trouve
PTN00548,3/2/9,TO_PTN00728_1/4/3,non trouve,non trouve
PTN00485,1/1/2,TO_PTN00896_LAG21,1,10
PTN00897,3/1/5,TO_PTN00646_4/1/6,1,110
PTN00098,1/1/3,TO_PTN00097_LAG21,1,10
PTN00846,1/4/6,TO_PTN00207_3/2/1,non trouve,non trouve
PTN00692,1/1/3,TO_PTN00332_LAG20,1,50
PTN00593,1/1/7,TO_PTN00337_SYNCHRO:101,NA,NA
PTN00323,2/1/2,TO_PTN00327_LAG22,1,20
PTN00039,3/2/4,TO_PTN00136_4/1/7,1,110
PTN00906,1/1/4,TO_PTN00905_LAG_21,1,10
PTN00313,2/1/1,TO_PTN00314_1/1/1:1,1,10
PTN00810,1/1/2,TO_PTN00267_3/1/3,1,10
PTN01452,3/2/14,TO_PTN01906_1/4/3,1,100
PTN00974,3/2/5,TO_PTN00679_3/2/6,1,1000
PTN00125,4/2/8,TO_PTN01329_1/1/7,NA,NA
PTN00136,5/1/13,TO_PTN02418_1/3/1,non trouve,non trouve
PTN02427,1/1/1,TO_PTN01865_4/2/4,non trouve,non trouve
PTN02385,2/1/1,TO_PTN00484_LAG24,1,10
PTN00930,2/2/4,TO_PTN00931_2/2/4,1,645
PTN00469,2/1/2,TO_PTN00651_LAG21,1,10
PTN00054,3/2/2,TO_PTN01009_3/2/2,1,100
PTN00066,2/1/3,TO_PTN00165_1/1/5,1,10
PTN01341,1/2/7,TO_PTN00687_3/1/23,1,1000
PTN01863,1/1/1,TO_PTN00489_1/6/5,1,100
PTN00121,7/1/4,TO_PTN02393_1/1/1,1,10
PTN00774,7/1/3,TO_PTN01226_LAG25,1,10
PTN00026,10/2/5,TO_PTN00647_LAG_25,1,10
PTN00308,1/3/7,TO_PTN00284_5/1/2,1,100
PTN00488,4/1/2,TO_PTN00027_LAG30,1,10
PTN01425,1/1/7,TO_PTN02336_1/2/16,1,100
PTN00105,2/1/2,TO_PTN00448_LAG20,1,10
PTN00687,2/1/1,TO_PTN02403_LAG20,1,10
PTN00206,2/1/2,TO_PTN00205_LAG_21,1,10
PTN00823,1/1/3,TO_PTN01082_LAG-20,1,10
PTN02251,1/1/1,TO_PTN00646_4/2/11,NA,NA
PTN00651,4/1/1,TO_PTN00469_LAG21,1,10
PTN00825,1/1/4,TO_PTN02377_LAG_22,1,10
PTN00910,1/1/2,TO_PTN00330_LAG_21,1,10
PTN00127,2/1/4,TO_PTN00126_LAG22_WDM_FTTA,1,10
PTN00899,4/2/7,TO_PTN02262_1/3/3,1,100
PTN00116,6/1/3,TO_PTN00115_LAG25,1,10
PTN00484,1/1/2,TO_PTN02385_LAG24,1,10
PTN00222,1/1/1,TO_PTN00221_2/1/1,1,10
PTN00561,1/7/2,TO_PTN00754_LAG1,non trouve,non trouve
PTN00015,2/1/3,TO_PTN00014_1/1/1,2,11
PTN02391,2/1/2,TO_PTN00320_LAG20,1,10
PTN00895,3/2/14,TO_PTN01210_1/3/8,non trouve,non trouve
PTN01722,1/1/1,TO_PTN01083_2/2/1,1,100
PTN00729,1/1/7,TO_PTN00262_7/2/16,NA,NA
PTN00007,7/1/1,TO_PTN00005_3/1/1,1,11
PTN02463,2/1/2,TO_PTN00059_LAG23,NA,NA
PTN00667,1/1/2,TO_PTN00227_LAG20,1,10
PTN00446,2/2/2,TO_PTN01457_1/2/2,1,100
PTN02328,1/1/1,TO_PTN00051_3/1/20,NA,NA
PTN00203,2/1/2,TO_PTN00202_LAG_20,1,10
PTN00192,3/2/1,TO_PTN00629_3/2/1,1,100
PTN01048,1/3/8,TO_PTN01865_4/2/7,NA,NA
PTN01260,1/2/7,TO_PTN01046_1/1/7,NA,NA
PTN00017,2/1/3,TO_PTN00018_LAG_23,1,10
PTN00352,5/2/3,TO_PTN00439_1/4/2,NA,NA
PTN02323,3/1/2,TO_PTN02076_1/1/2,non trouve,non trouve
PTN00680,2/2/1,TO_PTN00240_3/2/3,1,300
PTN02018,1/1/1,TO_PTN00907_3/2/11,non trouve,non trouve
PTN01863,1/3/1,TO_PTN02392_1/1/1,1,1000
PTN00575,1/1/7,TO_PTN00017_4/1/19,NA,NA
PTN00915,1/1/1,TO_PTN01086_2/1/1,1,50
PTN00342,1/2/16,TO_PTN02353_1/1/1,non trouve,non trouve
PTN01775,1/2/5,TO_PTN00026_10/1/1,1,10
PTN00539,1/1/7,TO_PTN00133_4/1/19,NA,NA
PTN01128,1/1/7,TO_PTN00340_5/1/22,NA,NA
PTN01411,4/1/3,TO_PTN02429_1/1/1,1,100
PTN00317,1/1/1,TO_PTN00771_2/1/1,1,10
PTN00377,1/4/2,TO_PTN00055_3/2/5,non trouve,non trouve
PTN02245,3/1/4,TO_PTN01457_3/1/4,1,100
PTN01570,1/1/5,TO_PTN00036_1/1/2,NA,NA
PTN01208,1/4/8,TO_PTN00606_3/2/10,1,2000
PTN01070,1/1/8,TO_PTN01071_1/1/7,1,1000
PTN02330,5/1/4,TO_PTN00027_LAG_24,1,10
PTN02052,1/4/7,TO_PTN00688_3/2/12,1,100
PTN02407,1/1/1,TO_PTN01446_LAG21,1,10
PTN00031,2/1/1,TO_PTN00032_LAG21,1,10
PTN01236,2/1/2,TO_PTN00065_LAG20,1,10
PTN00679,3/2/11,TO_PTN02194_1/2/7,1,100
PTN00026,10/1/1,TO_PTN01775_1/2/5,1,10
PTN00669,1/2/5,TO_PTN00259_3/1/2,1,10
PTN01382,1/1/7,TO_PTN01279_1/2/7,NA,NA
PTN00710,1/2/5,TO_PTN00483_5/1/2,non trouve,non trouve
PTN00975,3/2/1,TO_PTN00890_3/2/1,1,100
PTN00126,2/1/4,TO_PTN01226_LAG23,1,40
PTN00711,1/1/7,TO_PTN00107_3/1/10,NA,NA
PTN00211,1/1/1,TO_PTN00212_LAG21,1,10
PTN00188,1/1/2,TO_PTN00187_LAG_20,1,10
PTN02335,1/2/2,TO_PTN01423_1/3/2,1,100
PTN00023,1/1/2,TO_PTN00060_LAG23,1,10
PTN00124,1/1/4,TO_PTN00125_LAG20_WDM_FTTA,1,10
PTN00144,4/2/2,TO_PTN01089_1/1/7,NA,NA
PTN00354,1/1/3,TO_PTN00351_LAG20,1,10
PTN00606,2/1/4,TO_PTN00608_LAG_22,1,10
PTN00110,1/1/2,TO_PTN00502_LAG_22,1,10
PTN00123,1/1/1,TO_PTN02295_LAG-22,1,10
PTN01292,1/4/3,TO_PTN01081_2/2/16,non trouve,non trouve
PTN02373,1/1/1,TO_PTN00482_LAG-20,1,10
PTN01427,4/2/9,TO_PTN02412_1/1/1,NA,NA
PTN00004,8/1/3,TO_PTN00946_LAG24,1,10
PTN01839,1/1/1,TO_PTN00132_1/1/2,non trouve,non trouve
PTN00278,4/1/6,TO_PTN00279_2/2/6,1,100
PTN00007,10/1/8,TO_PTN00006_1/1/1,1,non trouve
PTN00240,2/1/1,TO_PTN00241_1/1/1,1,10
PTN01438,1/2/1,TO_PTN01458_1/2/1,1,100
PTN00126,3/1/19,TO_PTN00570_1/1/7,NA,NA
PTN00048,2/1/4,TO_PTN02416_1/1/5,1,10
PTN00613,3/2/1,TO_PTN01420_1/1/2,1,300
PTN02335,1/1/4,TO_PTN01830_1/2/5,1,1000
PTN00223,2/1/1,TO_PTN00225_1/1/1,1,10
PTN01075,4/1/2,TO_PTN01451_LAG20,1,100
PTN00855,3/2/1,TO_PTN00854_3/2/1,1,100
PTN01008,3/2/2,TO_PTN01312_1/1/7,1,100
PTN00320,2/1/1,TO_PTN02391_LAG20,1,10
PTN02416,1/2/5,TO_PTN01152_1/2/5,1,10
PTN02454,2/1/4,TO_PTN00667_LAG22,1,10
PTN02344,3/2/16,TO_PTN01483_1/4/8,non trouve,non trouve
PTN00252,5/1/1,TO_PTN00547_1/7/1,1,100
PTN02262,1/1/6,TO_PTN00899_2/1/4,1,10
PTN01406,1/1/3,TO_PTN00026_LAG_21,1,20
PTN01086,3/1/1,TO_PTN01458_LAG20,1,40
PTN00906,1/1/2,TO_PTN00026_LAG_23,1,10
PTN00507,5/1/1,TO_PTN00026_LAG_27,1,20
PTN01863,1/1/8,TO_PTN00489_1/7/6,1,100
PTN02201,1/1/6,TO_PTN00342_5/1/1,non trouve,non trouve
PTN00768,1/1/1,TO_PTN00317_2/1/2,1,10
PTN01184,1/2/6,TO_PTN02262_1/2/6,1,10
PTN00058,1/1/4,TO_PTN00055_LAG22,1,10
PTN00059,7/1/2,TO_PTN00057_LAG20,1,11
PTN00278,3/2/1,TO_PTN00279_2/2/2,1,100
PTN00819,2/1/1,TO_PTN00773_2/1/2,1,10
PTN01447,1/2/16,TO_PTN01854_LAG23,non trouve,non trouve
PTN00131,5/2/2,TO_PTN00130_LAG21,1,10
PTN00099,4/1/1,TO_PTN00096_LAG23_WDM_FTTA,1,30
PTN00288,1/6/1,TO_PTN00291_1/6/1,1,100
PTN00804,1/1/1,TO_PTN00803_LAG21,1,10
PTN01828,1/1/1,TO_PTN01411_3/1/20,1,100
PTN00972,3/1/21,TO_PTN02445_1/1/7,non trouve,non trouve
PTN00896,1/1/3,TO_PTN00481_LAG20,1,50
PTN00026,10/2/6,TO_PTN00647_LAG_25,1,10
PTN00501,1/1/7,TO_PTN00034_4/1/19,NA,NA
PTN00525,1/1/7,TO_PTN00325_5/1/11,NA,NA
PTN00290,1/6/1,TO_PTN00293_1/8/2,1,100
PTN00269,2/1/3,TO_PTN00265_LAG_20,1,10
PTN00279,3/1/2,TO_PTN00278_4/1/1,1,100
PTN00104,2/1/1,TO_PTN00100_LAG20,1,10
PTN00247,4/2/2,TO_PTN02250_1/1/1,non trouve,non trouve
PTN00099,1/1/3,TO_PTN00107_4/1/1,1,10
PTN00126,4/1/3,TO_PTN00127_LAG22_WDM_FTTA,1,10
PTN00543,1/2/1,TO_PTN00105_2/2/2,1,100
PTN00914,1/2/51,TO_PTN00999_1/1/1,NA,NA
PTN01457,3/1/21,TO_PTN02365_1/1/7,NA,NA
PTN00130,5/2/6,TO_PTN01053_LAG20,1,10
PTN00108,1/1/1,TO_PTN00042_LAG21,1,10
PTN00327,2/1/1,TO_PTN00218_LAG23,1,70
PTN00630,1/1/2,TO_PTN00060_LAG22_WDM_FTTA,1,10
PTN01215,1/1/7,TO_PTN00052_3/1/19,NA,NA
PTN01455,3/1/18,TO_PTN01835_1/4/8,1,100
PTN00042,2/1/2,TO_PTN00651_LAG22,1,10
PTN01475,1/1/5,TO_PTN00611_5/1/5,non trouve,non trouve
PTN00899,3/2/11,TO_PTN02301_1/1/1,1,100
PTN00609,1/1/3,TO_PTN000259_LAG_22,1,40
PTN00027,7/1/7,TO_PTN00336_LAG27,1,20
PTN01726,3/1/2,TO_PTN01087_4/1/1,1,100
PTN00064,1/1/4,TO_PTN00067_LAG24,1,10
PTN01461,1/4/1,TO_PTN00279_3/1/3,1,200
PTN00023,2/1/1,TO_PTN00773_1/1/1,1,10
PTN01087,5/1/4,TO_PTN01458_LAG21,1,10
PTN00227,2/1/3,TO_PTN00229_LAG_21,1,10
PTN00004,2/1/3,TO_PTN00005_1/1/1,1,11
PTN00231,1/1/1,TO_PTN00115_1/1/3,1,10
PTN00060,3/2/21,TO_PTN01277_1/4/7,non trouve,non trouve
PTN00057,5/2/3,TO_PTN00131_LAG23,1,10
PTN00725,1/2/7,TO_PTN00724_1/1/7,non trouve,non trouve
PTN00323,5/1/11,TO_PTN00519_1/1/7,NA,NA
PTN01828,1/2/2,TO_PTN01411_3/1/19,1,100
PTN00263,2/1/1,TO_PTN00262_LAG_20,1,11
PTN00255,5/1/23,TO_PTN02426_1/1/1,non trouve,non trouve
PTN00267,3/1/2,TO_PTN00523_LAG23,1,10
PTN00047,3/1/10,TO_PTN02057_1/1/5,NA,NA
PTN00110,3/1/2,TO_PTN00041_3/1/2,1,10
PTN01871,1/1/1,TO_PTN01869_1/1/2,NA,NA
PTN00258,3/1/1,TO_PTN02336_LAG-24,1,10
PTN00064,3/2/1,TO_PTN00178_1/1/7,NA,NA
PTN02105,1/1/1,TO_PTN02350_1/6/2,1,1000
PTN01207,1/1/7,TO_PTN01009_4/2/2,NA,NA
PTN00446,3/2/19,TO_PTN01890_1/3/1,1,1000
PTN02295,1/2/2,TO_PTN00173_1/7/2,1,10
PTN01296,1/2/8,TO_PTN00142_3/1/12,NA,NA
PTN01423,1/1/2,TO_PTN02335_3/1/1,1,100
PTN00904,2/1/1,TO_PTN00765_LAG20,1,10
PTN00920,3/2/9,TO_PTN01417_LAG21,1,100
PTN00932,3/1/1,TO_PTN00935_4/1/1,1,100
PTN00026,9/1/5,TO_PTN00906_LAG_23,1,10
PTN02454,1/1/1,TO_PTN00667_LAG22,1,10
PTN00864,1/1/1,TO_PTN00523_1/2/51,NA,NA
PTN00122,1/1/3,TO_PTN02295_LAG-21,1,10
PTN00041,2/1/1,TO_PTN00042_LAG20,1,10
PTN00182,1/6/1,TO_PTN00067_1/2/1,1,200
PTN02407,4/1/4,TO_PTN01447_LAG20,1,10
PTN01453,1/1/2,TO_PTN00146_3/2/2,1,100
PTN00445,1/1/7,TO_PTN00097_4/1/19,NA,NA
PTN01447,1/1/3,TO_PTN01448_LAG21,1,10
PTN01865,1/1/3,TO_PTN01839_1/1/4,1,10
PTN00053,4/1/4,TO_PTN01391_1/1/7,NA,NA
PTN00098,2/1/4,TO_PTN00097_LAG21,1,10
PTN00342,1/2/3,TO_PTN02201_1/1/1,non trouve,non trouve
PTN00004,3/1/1,TO_PTN00006_3/1/1,1,non trouve
PTN00905,3/2/18,TO_PTN01812_LAG_22,1,1000
PTN00063,5/1/3,TO_PTN01168_1/2/5,NA,NA
PTN01458,2/1/2,TO_PTN01086_LAG20,1,40
PTN01073,1/3/8,TO_PTN00461_3/1/24,non trouve,non trouve
PTN00486,4/2/21,TO_PTN02220_1/3/1,non trouve,non trouve
PTN00027,10/2/5,TO_PTN02330_LAG_24,1,10
PTN00146,2/1/1,TO_PTN01456_LAG20,1,10
PTN00461,4/2/9,TO_PTN01070_1/2/8,1,1000
PTN00666,3/2/17,TO_PTN02050_1/3/1,non trouve,non trouve
PTN01905,1/1/1,TO_PTN00904_3/1/20,NA,NA
PTN01105,1/2/5,TO_PTN00227_3/1/12,non trouve,non trouve
PTN02379,2/1/2,TO_PTN02007_LAG22,1,10
PTN01839,2/1/2,TO_PTN00044_LAG_21,1,10
PTN01346,1/1/7,TO_PTN00060_3/2/8,non trouve,non trouve
PTN01147,1/4/2,TO_PTN02007_4/1/13,non trouve,non trouve
PTN00210,10/1/11,TO_PTN00209_LAG20,1,11
PTN00204,3/2/20,TO_PTN00405_1/1/7,NA,NA
PTN00771,1/1/1,TO_PTN00197_2/1/2,1,10
PTN02185,1/1/5,TO_PTN00241_1/1/4,NA,NA
PTN00896,3/2/9,TO_PTN01180_1/1/7,1,1000
PTN00207,3/2/21,TO_PTN00846_1/1/7,non trouve,non trouve
PTN00001,1/1/1,TO_PTN00002_LAG_26_WDM_FTTA,1,10
PTN02365,bundle-ppp-1/2.1,TO_PTN01992_bundle-ppp-1/2/1,NA,NA
PTN00538,4/1/4,TO_PTN01790_1/1/1,non trouve,non trouve
PTN00420,1/1/7,TO_PTN00238_7/1/20,NA,NA
PTN00004,10/1/8,TO_PTN00006_3/1/1,1,non trouve
PTN00256,1/1/1,TO_PTN00920_LAG_23,1,10
PTN01206,1/1/7,TO_PTN01009_4/2/1,NA,NA
PTN00057,9/1/7,TO_PTN00686_LAG27,1,20
PTN00330,1/1/1,TO_PTN01008_LAG22,1,50
PTN00238,7/2/17,TO_PTN00421_1/1/1,NA,NA
PTN00116,2/1/1,TO_PTN00115_LAG25,1,10
PTN01791,1/1/7,TO_PTN02344_1/2/14,1,1000
PTN00856,1/4/8,TO_PTN00253_4/1/1,1,100
PTN01444,1/1/1,TO_PTN00565_LAG20,1,90
PTN01420,1/1/5,TO_PTN02428_LAG21,1,10
PTN02373,3/1/21,TO_PTN01424_1/4/8,1,10
PTN00567,3/1/15,TO_PTN01005_1/1/7,non trouve,non trouve
PTN00022,5/2/1,TO_PTN00024_LAG21,1,11
PTN01404,2/1/3,TO_PTN00258_LAG-27,1,10
PTN00109,2/1/4,TO_PTN00699_1/4/8,non trouve,non trouve
PTN00621,1/1/4,TO_PTN01426_Lag-20,1,10
PTN02377,2/2/1,TO_PTN001469_1/6/8,1,100
PTN01312,1/2/7,TO_PTN01311_1/3/8,1,1000
PTN02429,1/1/1,TO_PTN01411_3/2/21,1,100
PTN00111,4/1/3,TO_PTN00462_LAG21,1,10
PTN01319,1/1/7,TO_PTN00192_4/1/19,NA,NA
PTN01986,1/2/5,TO_PTN01082_5/1/6,NA,NA
PTN01459,1/1/1,TO_PTN00259_LAG_21,1,10
PTN01426,3/1/1,TO_PTN01464_1/7/1,1,100
PTN00059,2/1/4,TO_PTN00057_LAG20,1,11
PTN00104,4/1/19,TO_PTN01307_1/1/7,non trouve,non trouve
PTN00027,9/1/3,TO_PTN00033_LAG23,1,10
PTN02374,1/1/1,TO_PTN01402_4/2/9,1,100
PTN01005,1/1/7,TO_PTN00567_LAG10,non trouve,non trouve
PTN01186,1/1/7,TO_PTN00944_3/2/9,NA,NA
PTN02285,1/2/5,TO_PTN00066_1/1/4,non trouve,non trouve
PTN00647,5/1/10,TO_PTN02049_1/5/6,non trouve,non trouve
PTN00057,1/1/3,TO_PTN00566_LAG_21,1,10
PTN00096,5/1/11,TO_PTN00543_LAG26,1,40
PTN00339,1/1/7,TO_PTN00039_4/1/20,non trouve,non trouve
PTN02000,1/1/1,TO_PTN00647_4/2/18,NA,NA
PTN00523,2/1/1,TO_PTN00793_LAG22,1,10
PTN00192,4/1/22,TO_PTN01450_1/1/7,NA,NA
PTN00484,4/1/23,TO_PTN01759_1/1/1,1,1000
PTN00770,1/1/1,TO_PTN00315_2/1/1,1,10
PTN02288,1/1/1,TO_PTN00187_4/2/12,non trouve,non trouve
PTN00682,3/2/9,TO_PTN01351_1/4/7,1,400
PTN00935,4/1/1,TO_PTN00932_3/1/1,1,100
PTN02463,3/2/2,TO_PTN00182_LAG20,1,10
PTN00342,1/1/4,TO_PTN00340_LAG_21,1,10
PTN00565,3/1/1,TO_PTN01444_LAG20,1,90
PTN02394,2/2/14,TO_PTN01413_1/1/4,1,100
PTN00021,9/1/1,TO_PTN00160_1/1/7,NA,NA
PTN00558,3/1/2,TO_PTN00564_2/2/2,1,645
PTN01403,1/2/18,TO_PTN01478_1/5/1,non trouve,non trouve
PTN00975,1/1/1,TO_PTN00890_LAG22,1,10
PTN00262,7/2/16,TO_PTN00729_1/1/7,NA,NA
PTN01102,1/5/8,TO_PTN00063_3/1/17,non trouve,non trouve
PTN00278,4/1/7,TO_PTN00279_2/2/7,1,100
PTN00266,8/1/2,TO_PTN00271_LAG_22,1,10
PTN00014,7/1/2,TO_PTN00047_LAG24,1,11
PTN00197,9/1/1,TO_PTN00328_LAG24,1,20
PTN00002,2/1/2,TO_PTN00001_LAG_26_WDM_FTTA,1,10
PTN00282,2/1/2,TO_PTN00937_3/2/1,1,2000
PTN01856,1/1/8,TO_PTN01933_1/1/7,1,1000
PTN00021,7/1/3,TO_PTN02105_1/1/6,1,10
PTN00010,2/1/3,TO_PTN00009_LAG_23,1,10
PTN01393,1/4/5,TO_PTN00125_4/1/13,non trouve,non trouve
PTN00115,10/1/1,TO_PTN00116_LAG25,1,10
PTN00199,1/1/2,TO_PTN01799_1/1/5,NA,NA
PTN00905,4/2/2,TO_PTN01812_LAG_22,1,1000
PTN01202,1/1/7,TO_PTN00012_4/1/21,NA,NA
PTN02350,1/1/6,TO_PTN02105_1/2/5,1,10
PTN01483,1/4/8,TO_PTN02344_3/2/16,non trouve,non trouve
PTN01446,1/2/15,TO_PTN01855_1/4/1,non trouve,non trouve
PTN00182,1/4/8,TO_PTN01283_1/1/7,NA,NA
PTN00611,3/2/10,TO_PTN01157_1/5/1,1,100
PTN00904,3/1/20,TO_PTN01905_1/1/1,NA,NA
PTN01087,2/1/2,TO_PTN00566_LAG20,1,10
PTN02205,1/1/1,TO_PTN00975_3/2/8,1,100
PTN02261,1/1/1,TO_PTN00507_3/2/11,1,300
PTN00200,1/1/3,TO_PTN02298_1/1/5,NA,NA
PTN00902,1/1/1,TO_PTN00217_LAG25,1,20
PTN02392,1/1/6,TO_PTN01864_1/1/1,1,100
PTN00823,1/1/4,TO_PTN01082_LAG-20,1,10
PTN00238,9/1/1,TO_PTN00678_2/1/3,1,10
PTN00481,2/1/2,TO_PTN00482_LAG22,1,10
PTN02235,1/1/1,TO_PTN01104_1/4/1,1,1000
PTN00204,2/1/2,TO_PTN00203_LAG_21,1,10
PTN00972,1/1/3,TO_PTN02007_LAG21,1,10
PTN00249,1/1/1,TO_PTN00248_LAG20_WDM_FTTA,1,10
PTN00021,10/1/1,TO_PTN00023_LAG21,1,10
PTN01168,1/2/5,TO_PTN00063_5/1/3,NA,NA
PTN00214,2/1/2,TO_PTN00213_LAG21,non trouve,non trouve
PTN00067,3/2/4,TO_PTN00064_LAG24,1,10
PTN00621,3/2/1,TO_PTN01430_1/1/1,1,100
PTN01447,4/1/2,TO_PTN02407_LAG20,1,10
PTN01081,3/2/14,TO_PTN01340_1/4/1,non trouve,non trouve
PTN00106,3/1/2,TO_PTN00105_3/1/4,1,100
PTN00759,1/2/51,TO_PTN01097_1/1/1,NA,NA
PTN01725,1/3/6,TO_PTN02345_3/2/20,1,1000
PTN02382,1/1/5,TO_PTN00124_4/1/1,1,10
PTN01082,2/1/4,TO_PTN00228_LAG23,1,10
PTN00546,2/1/2,TO_PTN00545_LAG20,1,10
PTN00004,1/1/4,TO_PTN00006_3/1/1,1,non trouve
PTN02443,1/1/6,TO_PTN02008_LAG20,non trouve,non trouve
PTN00096,4/1/1,TO_PTN02245_LAG21,1,10
PTN00095,2/1/1,TO_PTN00096_LAG25,1,11
PTN01760,1/2/6,TO_PTN00611_5/1/7,NA,NA
PTN00133,5/1/1,TO_PTN00134_LAG_21,1,10
PTN00579,1/1/7,TO_PTN00127_3/1/19,NA,NA
PTN01195,1/4/5,TO_PTN00909_2/2/18,1,100
PTN00215,1/1/2,TO_PTN00209_LAG21,1,10
PTN01194,1/4/8,TO_PTN00613_4/1/16,1,1000
PTN00329,1/1/1,TO_PTN00804_LAG20,1,10
PTN00646,4/2/11,TO_PTN02251_1/1/1,NA,NA
PTN01103,1/4/6,TO_PTN02320_1/1/1,non trouve,non trouve
PTN00597,bundle-ppp-1/4.7,TO_PTN01993_bundle-ppp-1/2/1,NA,NA
PTN00568,3/2/10,TO_PTN01179_1/1/7,NA,NA
PTN02385,3/1/20,TO_PTN02263_1/1/8,1,100
PTN01430,1/1/1,TO_PTN00621_3/2/1,1,100
PTN00192,1/1/2,TO_PTN00191_LAG_21,non trouve,non trouve
PTN00337,4/2/13,TO_PTN01870_LAG10,1,100
PTN00250,2/1/2,TO_PTN00251_LAG20,1,11
PTN00890,4/1/1,TO_PTN00975_4/1/1,1,100
PTN00565,4/2/8,TO_PTN02446_1/3/1,NA,NA
PTN00772,2/1/1,TO_PTN00196_3/1/1,1,10
PTN01452,1/2/6,TO_PTN01460_LAG20,1,100
PTN00458,1/1/4,TO_PTN00469_LAG20,1,10
PTN00345,2/2/3,TO_PTN00041_4/1/9,1,645
PTN00022,2/1/2,TO_PTN00122_LAG22_WDM_FTTA,1,10
PTN00684,3/2/4,TO_PTN02190_1/3/2,non trouve,non trouve
PTN02379,2/2/15,TO_PTN01414_1/3/3,1,10
PTN00461,3/2/14,TO_PTN01073_1/1/7,non trouve,non trouve
PTN01409,1/2/1,TO_PTN00248_4/1/2,1,100
PTN00931,2/2/1,TO_PTN00930_3/1/1,1,645
PTN02307,1/1/1,TO_PTN00010_3/2/10,NA,NA
PTN00737,1/4/7,TO_PTN00507_4/2/10,1,300
PTN00039,1/2/2,TO_PTN00041_LAG_21,1,20
PTN00002,4/1/11,TO_PTN00577_1/1/7,NA,NA
PTN00056,3/1/3,TO_PTN00121_2/1/1,1,50
PTN00350,3/1/2,TO_PTN01883_1/1/1,NA,NA
PTN00013,4/1/12,TO_PTN00841_1/1/7,NA,NA
PTN01847,1/3/7,TO_PTN01447_3/2/2,non trouve,non trouve
PTN01255,1/1/7,TO_PTN00005_6/1/11,NA,NA
PTN00906,2/2/1,TO_PTN00026_4/2/2,1,100
PTN00106,3/2/6,TO_PTN02409_1/1/7,non trouve,non trouve
PTN00541,4/2/10,TO_PTN00540_4/2/15,1,50
PTN01450,1/1/7,TO_PTN00192_4/1/22,NA,NA
PTN01430,1/1/8,TO_PTN00621_4/2/10,1,100
PTN00057,9/1/10,TO_PTN00059_LAG20,1,11
PTN00937,4/1/2,TO_PTN00115_9/1/1:91,1,2000
PTN00911,5/1/3,TO_PTN02403_LAG21,1,10
PTN00111,8/1/1,TO_PTN00650_LAG28,1,10
PTN00823,1/1/2,TO_PTN00209_LAG-24,1,10
PTN00135,4/1/3,TO_PTN00274_LAG_22,1,10
PTN00484,2/1/4,TO_PTN02385_LAG24,1,10
PTN00266,8/2/4,TO_PTN00267_LAG_1,1,11
PTN02245,2/1/1,TO_PTN00096_LAG-21,1,10
PTN00468,1/1/7,TO_PTN01459_3/2/16,non trouve,non trouve
PTN00308,1/2/7,TO_PTN00852_1/2/7,NA,NA
PTN02186,1/1/7,TO_PTN00165_1/4/6,non trouve,non trouve
PTN02330,3/1/21,TO_PTN02261_1/1/8,1,100
PTN02187,1/3/7,TO_PTN00331_1/2/7,non trouve,non trouve
PTN00544,4/1/4,TO_PTN00272_4/1/4,1,100
PTN01873,1/2/1,TO_PTN01731_2/2/2,non trouve,non trouve
PTN00258,6/1/9,TO_PTN00259_LAG20,1,11
PTN01414,1/1/8,TO_PTN02379_2/2/14,1,10
PTN00260,4/2/21,TO_PTN02184_1/1/1,NA,NA
PTN01401,4/2/8,TO_PTN00210_6/2/6,1,100
